country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",08-04-2025 15:00,22.118125,83.140608,NO2,10,29,16
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",08-04-2025 15:00,21.185571,81.343175,PM10,33,103,65
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",08-04-2025 15:00,21.185571,81.343175,OZONE,1,22,15
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",08-04-2025 15:00,28.611281,77.237738,PM2.5,75,312,197
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",08-04-2025 15:00,28.611281,77.237738,NO2,19,175,102
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",08-04-2025 15:00,28.636429,77.201067,PM2.5,35,290,144
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",08-04-2025 15:00,28.636429,77.201067,NH3,9,13,11
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",08-04-2025 15:00,28.636429,77.201067,SO2,12,25,19
India,Delhi,Delhi,"Mundka, Delhi - DPCC",08-04-2025 15:00,28.684678,77.076574,PM2.5,77,322,211
India,Delhi,Delhi,"Mundka, Delhi - DPCC",08-04-2025 15:00,28.684678,77.076574,NO2,43,137,78
India,Delhi,Delhi,"Mundka, Delhi - DPCC",08-04-2025 15:00,28.684678,77.076574,NH3,7,11,9
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",08-04-2025 15:00,28.6514781,77.1473105,OZONE,7,72,32
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",08-04-2025 15:00,28.5504249,77.2159377,PM10,115,379,242
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",08-04-2025 15:00,28.5504249,77.2159377,NH3,9,21,13
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",08-04-2025 15:00,28.5504249,77.2159377,OZONE,7,70,28
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",08-04-2025 15:00,28.710508,77.249485,SO2,17,103,33
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",08-04-2025 15:00,28.5710274,77.0719006,NH3,13,16,14
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",08-04-2025 15:00,28.5710274,77.0719006,OZONE,5,220,84
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",08-04-2025 15:00,28.5627763,77.1180053,CO,50,102,58
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",08-04-2025 15:00,28.6811736,77.3025234,PM10,112,187,154
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",08-04-2025 15:00,28.674045,77.131023,NH3,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - DPCC",08-04-2025 15:00,28.639652,77.146275,NH3,4,15,11
India,Delhi,Delhi,"Pusa, Delhi - DPCC",08-04-2025 15:00,28.639652,77.146275,OZONE,2,77,24
India,Delhi,Delhi,"Pusa, Delhi - IMD",08-04-2025 15:00,28.63611,77.173332,PM10,114,264,176
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",08-04-2025 15:00,28.6811736,77.3025234,CO,2,109,58
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",08-04-2025 15:00,28.6811736,77.3025234,OZONE,8,60,34
India,Delhi,Delhi,"ITO, Delhi - CPCB",08-04-2025 15:00,28.628624,77.24106,PM10,88,220,159
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",08-04-2025 15:00,28.58028,77.233829,PM2.5,38,237,122
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",08-04-2025 15:00,28.58028,77.233829,CO,46,122,73
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",08-04-2025 15:00,28.588333,77.221667,SO2,19,74,41
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",08-04-2025 15:00,28.56789,77.250515,NH3,5,18,8
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",08-04-2025 15:00,28.6573814,77.1585447,PM10,126,336,205
India,Delhi,Delhi,"Rohini, Delhi - DPCC",08-04-2025 15:00,28.732528,77.11992,SO2,16,44,27
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",08-04-2025 15:00,28.6514781,77.1473105,PM2.5,177,500,332
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",08-04-2025 15:00,28.570173,76.933762,PM2.5,73,306,166
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",08-04-2025 15:00,23.163798,72.677768,PM10,46,188,86
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",08-04-2025 15:00,23.163798,72.677768,NH3,5,25,10
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",08-04-2025 15:00,23.243639,72.68994,SO2,6,28,11
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",08-04-2025 15:00,23.243639,72.68994,CO,7,117,31
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",08-04-2025 15:00,23.221714,72.654328,PM2.5,13,60,35
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",08-04-2025 15:00,23.221714,72.654328,PM10,27,241,91
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",08-04-2025 15:00,23.221714,72.654328,SO2,4,7,6
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",08-04-2025 15:00,23.221714,72.654328,OZONE,22,23,22
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",08-04-2025 15:00,23.016834,72.625775,CO,26,174,34
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",08-04-2025 15:00,23.041137,72.456691,OZONE,2,40,12
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",08-04-2025 15:00,23.023389,72.515201,PM10,87,156,122
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",08-04-2025 15:00,23.023389,72.515201,CO,14,89,18
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",08-04-2025 15:00,23.076793,72.627874,NH3,3,8,5
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",08-04-2025 15:00,20.362421,72.918013,SO2,31,42,36
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",08-04-2025 15:00,22.969611,72.6435,PM10,54,229,103
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",08-04-2025 15:00,22.969611,72.6435,OZONE,1,8,1
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",08-04-2025 15:00,28.422681,77.148944,CO,20,62,38
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",08-04-2025 15:00,22.410802,73.097923,SO2,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC",08-04-2025 15:00,21.170046,72.795405,PM2.5,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC",08-04-2025 15:00,21.170046,72.795405,CO,46,56,52
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",08-04-2025 15:00,20.362421,72.918013,NO2,13,14,14
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",08-04-2025 15:00,23.04307,72.562968,PM2.5,53,323,114
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",08-04-2025 15:00,21.613267,73.010555,PM2.5,41,195,86
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",08-04-2025 15:00,21.613267,73.010555,SO2,44,45,45
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",08-04-2025 15:00,21.613267,73.010555,OZONE,31,40,34
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",08-04-2025 15:00,28.531346,77.190156,SO2,27,43,35
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",08-04-2025 15:00,28.531346,77.190156,CO,19,123,31
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",08-04-2025 15:00,28.531346,77.190156,OZONE,9,298,202
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",08-04-2025 15:00,28.672342,77.31526,OZONE,18,305,243
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",08-04-2025 15:00,23.002657,72.591912,NO2,30,31,30
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",08-04-2025 15:00,23.002657,72.591912,CO,10,92,23
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",08-04-2025 15:00,23.020509,72.579261,PM2.5,39,113,59
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",08-04-2025 15:00,28.699793,77.165453,SO2,24,72,42
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",08-04-2025 15:00,28.699793,77.165453,OZONE,17,317,302
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",08-04-2025 15:00,22.410802,73.097923,NO2,NA,NA,NA
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",08-04-2025 15:00,11.55358,76.55521,NH3,2,3,2
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",08-04-2025 15:00,11.55358,76.55521,SO2,5,6,6
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",08-04-2025 15:00,11.55358,76.55521,CO,22,28,26
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",08-04-2025 15:00,13.428828,77.731418,OZONE,22,37,25
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",08-04-2025 15:00,13.328028,75.797056,NO2,NA,NA,NA
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",08-04-2025 15:00,28.3153,76.9143,PM10,24,70,44
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",08-04-2025 15:00,28.3153,76.9143,NH3,4,10,8
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",08-04-2025 15:00,28.3153,76.9143,CO,2,46,29
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",08-04-2025 15:00,30.943887,76.801991,NH3,5,7,6
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",08-04-2025 15:00,30.943887,76.801991,CO,48,88,57
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",08-04-2025 15:00,12.951913,77.539784,PM2.5,24,166,61
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",08-04-2025 15:00,12.951913,77.539784,NO2,4,23,9
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",08-04-2025 15:00,12.951913,77.539784,SO2,5,37,20
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",08-04-2025 15:00,13.029152,77.585901,PM2.5,27,85,52
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",08-04-2025 15:00,13.029152,77.585901,OZONE,6,26,12
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",08-04-2025 15:00,12.7816279,77.6299145,SO2,NA,NA,NA
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",08-04-2025 15:00,12.7816279,77.6299145,CO,NA,NA,NA
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",08-04-2025 15:00,13.003872,77.664217,SO2,8,10,9
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",08-04-2025 15:00,13.0270199,77.494094,PM10,54,158,89
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",08-04-2025 15:00,12.938539,77.5901,NO2,15,82,27
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",08-04-2025 15:00,12.938539,77.5901,SO2,11,26,15
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",08-04-2025 15:00,12.938539,77.5901,CO,15,53,19
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",08-04-2025 15:00,12.920984,77.584908,PM2.5,28,75,50
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",08-04-2025 15:00,12.917348,77.622813,CO,8,29,19
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",08-04-2025 15:00,12.917348,77.622813,OZONE,13,70,50
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",08-04-2025 15:00,11.55358,76.55521,PM10,48,55,49
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",08-04-2025 15:00,15.888653,74.541751,SO2,NA,NA,NA
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",08-04-2025 15:00,12.9135218,77.5950804,NH3,6,8,7
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",08-04-2025 15:00,12.921418,77.502466,PM2.5,70,72,71
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",08-04-2025 15:00,23.80569,86.44268,PM2.5,2,99,43
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",08-04-2025 15:00,17.336318,76.847397,SO2,3,7,4
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",08-04-2025 15:00,17.336318,76.847397,OZONE,1,22,10
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",08-04-2025 15:00,15.34763,76.181767,PM2.5,14,67,37
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",08-04-2025 15:00,12.415911,75.73505,PM2.5,29,52,39
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",08-04-2025 15:00,12.415911,75.73505,CO,8,22,16
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",08-04-2025 15:00,12.88925,74.853,PM10,40,52,46
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",08-04-2025 15:00,10.073232,76.302765,OZONE,11,39,16
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",08-04-2025 15:00,11.875,75.3732,NH3,1,2,1
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",08-04-2025 15:00,8.8787,76.6073,PM2.5,28,35,32
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",08-04-2025 15:00,8.5637,76.8865,NO2,6,7,7
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",08-04-2025 15:00,13.328028,75.797056,CO,11,164,164
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",08-04-2025 15:00,14.4758,75.9052,SO2,6,9,7
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",08-04-2025 15:00,14.4758,75.9052,CO,34,42,37
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",08-04-2025 15:00,14.4758,75.9052,OZONE,18,20,19
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",08-04-2025 15:00,15.459706,75.008381,NH3,4,6,5
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",08-04-2025 15:00,12.88925,74.853,NH3,1,1,1
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",08-04-2025 15:00,12.88925,74.853,SO2,5,6,5
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",08-04-2025 15:00,12.21041,76.37376,SO2,1,48,13
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",08-04-2025 15:00,12.733409,77.298051,SO2,10,19,13
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",08-04-2025 15:00,12.733409,77.298051,OZONE,4,251,198
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",08-04-2025 15:00,10.5324,76.2159,PM2.5,46,57,52
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",08-04-2025 15:00,23.264759,77.381568,PM10,71,137,100
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",08-04-2025 15:00,23.210494,77.425409,PM10,63,175,125
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",08-04-2025 15:00,26.259242,78.216432,NH3,9,13,11
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",08-04-2025 15:00,26.200388,78.147714,PM2.5,35,260,73
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",08-04-2025 15:00,22.7289,75.8076,PM2.5,41,93,61
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",08-04-2025 15:00,23.233584,77.400574,PM10,92,188,127
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",08-04-2025 15:00,22.9682591,76.064118,NH3,4,10,8
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",08-04-2025 15:00,16.7602,77.1428,SO2,9,22,14
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",08-04-2025 15:00,10.073232,76.302765,NO2,7,9,8
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",08-04-2025 15:00,15.411456,75.638133,CO,43,48,45
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",08-04-2025 15:00,22.7289,75.8076,OZONE,6,21,16
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",08-04-2025 15:00,22.431,75.5213,PM2.5,43,332,127
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",08-04-2025 15:00,22.431,75.5213,NO2,22,117,47
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",08-04-2025 15:00,22.678,75.8559,SO2,58,64,61
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",08-04-2025 15:00,22.7084,75.8815,OZONE,10,23,16
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",08-04-2025 15:00,23.163174,79.973061,PM2.5,20,58,38
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",08-04-2025 15:00,23.10844,77.511428,SO2,4,108,35
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",08-04-2025 15:00,22.624758,75.675238,PM10,64,220,136
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",08-04-2025 15:00,22.624758,75.675238,SO2,13,53,23
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",08-04-2025 15:00,23.331731,75.045981,PM10,64,193,119
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",08-04-2025 15:00,23.838586,78.759431,PM2.5,23,79,47
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",08-04-2025 15:00,23.838586,78.759431,CO,56,82,65
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",08-04-2025 15:00,23.8640158,78.80289321,CO,39,52,47
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",08-04-2025 15:00,24.58434363,80.8549414,PM10,55,56,55
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",08-04-2025 15:00,24.10897,82.64558,PM10,101,256,153
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",08-04-2025 15:00,24.10897,82.64558,NO2,13,102,53
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",08-04-2025 15:00,23.182719,75.768218,CO,27,114,61
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",08-04-2025 15:00,19.10122,74.73339,PM10,82,356,139
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",08-04-2025 15:00,19.10122,74.73339,SO2,1,16,4
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",08-04-2025 15:00,19.10122,74.73339,OZONE,6,91,50
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",08-04-2025 15:00,20.9402359,77.7895248,PM10,13,132,103
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",08-04-2025 15:00,20.9402359,77.7895248,SO2,8,13,10
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",08-04-2025 15:00,20.9402359,77.7895248,OZONE,1,114,60
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",08-04-2025 15:00,20.939198,77.765701,OZONE,1,113,65
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",08-04-2025 15:00,19.87562,75.38731,OZONE,19,79,44
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",08-04-2025 15:00,19.863756,75.321188,PM10,50,93,69
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",08-04-2025 15:00,19.863756,75.321188,OZONE,12,134,71
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",08-04-2025 15:00,19.9629,79.298714,PM2.5,NA,NA,NA
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",08-04-2025 15:00,19.9775302,79.2337086,PM2.5,19,93,50
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",08-04-2025 15:00,19.9775302,79.2337086,PM10,50,147,94
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",08-04-2025 15:00,21.001264,75.565602,PM10,52,167,96
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",08-04-2025 15:00,19.0243902,73.0406721,PM10,100,180,131
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",08-04-2025 15:00,19.0243902,73.0406721,NO2,11,29,17
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",08-04-2025 15:00,19.0243902,73.0406721,CO,22,66,45
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",08-04-2025 15:00,19.0243902,73.0406721,OZONE,2,63,27
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",08-04-2025 15:00,23.168606,79.932247,PM2.5,14,250,77
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",08-04-2025 15:00,23.168606,79.932247,NO2,24,86,42
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",08-04-2025 15:00,23.168606,79.932247,OZONE,3,101,54
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",08-04-2025 15:00,23.218135,79.95777,NH3,2,19,4
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",08-04-2025 15:00,23.218135,79.95777,OZONE,5,83,49
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",08-04-2025 15:00,19.10078,72.87462,NO2,32,66,45
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",08-04-2025 15:00,19.10078,72.87462,SO2,8,65,35
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",08-04-2025 15:00,18.91,72.82,PM10,38,88,56
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",08-04-2025 15:00,19.083694,72.920967,PM2.5,45,146,76
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",08-04-2025 15:00,19.083694,72.920967,NH3,5,35,11
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",08-04-2025 15:00,19.083694,72.920967,SO2,5,53,13
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",08-04-2025 15:00,19.083694,72.920967,CO,8,48,31
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",08-04-2025 15:00,19.2058,72.8682,PM2.5,79,93,83
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",08-04-2025 15:00,19.065931,72.862131,NO2,28,109,62
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",08-04-2025 15:00,19.23241,72.86895,PM10,53,125,96
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",08-04-2025 15:00,19.23241,72.86895,CO,4,66,30
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",08-04-2025 15:00,19.2243333,72.8658113,CO,4,23,7
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",08-04-2025 15:00,18.9767,72.838,PM10,49,85,65
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",08-04-2025 15:00,18.9767,72.838,NH3,5,15,8
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",08-04-2025 15:00,20.555712,74.529236,NH3,2,3,3
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",08-04-2025 15:00,20.555712,74.529236,CO,12,70,25
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",08-04-2025 15:00,19.296481,72.840923,PM10,45,116,70
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",08-04-2025 15:00,19.296481,72.840923,NO2,5,46,21
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",08-04-2025 15:00,19.053536,72.84643,NO2,42,117,70
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",08-04-2025 15:00,18.9767,72.838,OZONE,7,134,32
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",08-04-2025 15:00,19.11074,72.86084,PM10,98,189,130
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",08-04-2025 15:00,19.11074,72.86084,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",08-04-2025 15:00,19.0364585,72.8954371,PM10,88,193,122
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",08-04-2025 15:00,19.192056,72.9585188,NH3,1,2,1
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",08-04-2025 15:00,16.6870449,74.2505872,NH3,NA,NA,NA
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",08-04-2025 15:00,16.7143745,74.2426398,NO2,6,84,18
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",08-04-2025 15:00,18.1023399,73.4783687,CO,2,18,13
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",08-04-2025 15:00,20.555712,74.529236,PM10,37,180,128
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",08-04-2025 15:00,19.854616,75.905894,OZONE,17,188,61
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",08-04-2025 15:00,19.25292,73.142019,NH3,1,1,1
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",08-04-2025 15:00,21.001264,75.565602,NO2,9,107,36
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",08-04-2025 15:00,19.854616,75.905894,PM2.5,41,102,68
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",08-04-2025 15:00,18.39963,76.57452,SO2,NA,NA,NA
